hard_skills_score,soft_skills_score,experience_score,education_score,languages_score,inst_weight_hard,inst_weight_soft,inst_weight_exp,inst_weight_edu,inst_weight_lang,interaction_hard,interaction_soft,interaction_exp,interaction_edu,interaction_lang,total_experience_years,min_required_years,experience_delta,match_score,classification
0.7957962893885334,0.5843186766795074,0.5990852277103266,0.25,0.29081685142170455,0.21362210098860315,0.0230740974157767,0.07173338523926574,0.22507877548573646,0.4664916408706179,0.16999967529811294,0.013482626067560684,0.0429744114304981,0.056269693871434115,0.13566363021253763,2.314706129918231,0.12505377611333468,2.189652353804896,0.1723995071350673,NO_APTO
0.8300151154965256,0.814269848287572,0.5107931587630351,0.75,0.2188248171435424,0.38080420093483014,0.20055447157830913,0.3147222624134611,0.06877309697498168,0.03514596809841803,0.3160732428204852,0.16330545914546396,0.16075797855122062,0.05157982273123626,0.0076908100424691005,1.0166729913477632,1.2244592690173812,-0.207786277669618,0.6496446973285734,CONSIDERADO
0.8161061102831512,0.39875586620612596,0.5127166154529988,0.45,0.32823648965498076,0.09510487611446056,0.12197605481414223,0.25027122976013205,0.3478981609111471,0.18474967840011822,0.07761567051473338,0.04863866739381918,0.12831821786787476,0.1565541724100162,0.06064158590294143,1.7458276406606608,3.682356070820062,-1.9365284301594015,0.23501539248701697,NO_APTO
0.8812444709380247,0.7878953262322828,0.7161240498174795,1.0,0.21452693295209177,0.08846353347446295,0.1809422834619632,0.2752847346931553,0.3118697460044138,0.14343970236600467,0.07795799975401134,0.14256357945747766,0.19713801906139275,0.3118697460044138,0.030771679412139884,2.269161018098884,0.43469416314708076,1.8344668549518035,0.9631730705264342,APTO
0.7247142755349301,0.43515782141791254,0.41625071029667743,0.92,0.46863854853483017,0.017377428063927634,0.13251262408653694,0.14168144147199765,0.5923279842603444,0.1161005221171933,0.012593670190009678,0.05766390480786822,0.05897500064857616,0.5449417455195169,0.054409180169137414,3.1900235781197512,0.15891339740891797,3.0311101807108334,0.9214994245254547,APTO
0.8864372708520726,0.8264255131887365,0.29944483719991594,0.25,0.4632321948452518,0.06399064576321895,0.311952358423345,0.17585913040441117,0.14947198146149326,0.2987258839475316,0.056723693390409544,0.25780538790044955,0.05266010867406769,0.037367995365373316,0.13837944687810302,5.571488401364348,1.0931898740180168,4.478298527346332,0.394361375668121,NO_APTO
0.6447284351945167,0.5993560024825745,0.3572601521984104,1.0,0.5632168549497788,0.3707279406044992,0.16110739240079194,0.047756487998869765,0.19850816073512803,0.221900018260711,0.2390188450288245,0.09656068267973016,0.017061490170937773,0.19850816073512803,0.12497783039809614,3.3991263127312323,3.010093645249902,0.3890326674813305,0.7204016450936191,APTO
0.5113200741325904,0.24234337960693778,0.6711718927225834,1.0,0.5726600451513667,0.32481536652258886,0.1323949673425709,0.33263105606999827,0.08466561826635509,0.12549299179848686,0.16608461728973464,0.032085043828748785,0.2232526154808125,0.08466561826635509,0.07186482234950158,3.833579414074388,0.9941882534332425,2.8393911606411457,0.7259158802141121,APTO
0.8914463430902213,0.5626990022618541,0.5001730869515572,1.0,0.17389975745409486,0.21634272010368127,0.17815174249899277,0.05731469012250344,0.092479412417271,0.4557114348575516,0.19285792669061796,0.10024580775539398,0.028667265486244466,0.092479412417271,0.07924810799078577,0.631999425321218,2.097599104808294,-1.4655996794870758,0.1614490972710868,NO_APTO
0.6177412734429227,0.3085800861340162,0.7208949232450471,0.92,0.5454588674411931,0.03626159277043389,0.1010356200751319,0.5742285429591658,0.24933059633306998,0.0391436478621985,0.022400282495076515,0.031177580345387937,0.4139584414016631,0.2293841486264244,0.02135124983043167,3.331457858262244,2.946328419379544,0.3851294388827,0.8805741503198272,APTO
0.6522295078347338,0.5253072284862721,0.07262790269909511,0.25,0.8026907136523329,0.452743717743508,0.04366729019794478,0.07292611032400224,0.24576399691238326,0.1848988848221616,0.29529281219911585,0.02293874318938813,0.00529647044483511,0.061440999228095816,0.1484166178114214,2.0856435911209,3.7940368356488365,-1.7083932445279366,0.274222750243834,NO_APTO
0.4760113818178549,0.66128267623208,0.6299526412212585,0.45,0.325680937327227,0.3770767569086837,0.3696150055803203,0.13499886462353486,0.03869056487051139,0.07961880801694989,0.1794928281074979,0.2444200000656894,0.0850428913314669,0.017410754191730125,0.025930328023836775,6.091194772166361,3.4906969749411343,2.6004977972252266,0.38835743424539143,NO_APTO
0.8269202468678515,0.6373576083492862,0.16587077044986828,0.75,0.48271589011643595,0.17528336843380293,0.08026206375625151,0.3470929053623366,0.15755524467352755,0.23980641777408143,0.14494536629710889,0.051155636996862396,0.05757256763013399,0.11816643350514566,0.11575836841144962,1.8479737287183857,1.3893567083582092,0.4586170203601765,0.39987736111690936,NO_APTO
0.5940475365641256,0.5269536407457971,0.532337053471078,0.45,0.8494468330966732,0.3219083639833624,0.09087798431761956,0.11556186748695003,0.27173600664128666,0.19991577757078136,0.19122887062370433,0.04788848469980908,0.061517864031618144,0.122281202988579,0.16981782414355917,0.9340734366403379,4.786065361033906,-3.851991924393568,0.26731104651508547,NO_APTO
0.7543340628652719,0.5101960589801199,0.8325746465472419,0.75,0.7764229160730536,0.01601766225351934,0.11225881322054676,0.2241179235430247,0.5688218901018559,0.07878371088105328,0.012082668245300951,0.05727400409090834,0.18659490097873557,0.4266164175763919,0.06116947854132375,3.5533286098188506,0.5110513825992435,3.042277227219607,0.7671612317686827,APTO
0.8622203852960947,0.49790737491383646,0.2839398009003486,0.92,0.4762235738706372,0.1606510913905151,0.4519850045665555,0.2117244550309569,0.13028136960559167,0.04535807940638082,0.13851664591696805,0.22504666712415203,0.06011699960722471,0.11985886003714434,0.021600586678814825,3.640187611081141,0.48358188416732006,3.1566057269138206,0.6077527639624922,CONSIDERADO
0.46880378721995397,0.33736083588900107,0.6335455888442286,0.75,0.4783453718832073,0.02821165020997649,0.13968973680141802,0.2887689529205811,0.4970842789104299,0.046245381157594495,0.013225728462161588,0.04712584637244094,0.18294829631800089,0.3728132091828224,0.022121264047710205,0.7401298208244117,3.0186301568344556,-2.278500336010044,0.3951387466117693,NO_APTO
0.6747389288375606,0.5744524714034275,0.25950096674928386,0.25,0.7117796955450633,0.15618095704057985,0.19887322964944545,0.07927101427110561,0.2726417047013775,0.29303309433749153,0.10538137165838592,0.11424321826810534,0.020570904838548183,0.06816042617534437,0.20857500667216752,2.7360647908082627,3.6486589334690893,-0.9125941426608266,0.26471908349262274,NO_APTO
0.7630891533576347,0.7524412095017505,0.5997620625607517,1.0,0.4834797902897024,0.19839785243389224,0.24187261359352072,0.11760237108340282,0.26834204279507484,0.1737851200941094,0.15139524924175177,0.1819949219176583,0.07053344064301659,0.26834204279507484,0.08402159341857075,6.4794927677078435,0.6241308142660468,5.855361953441797,0.7693966470761715,APTO
0.6451051191325412,0.31855011793688526,0.843596176532589,0.92,0.409185831670784,0.17032851594024465,0.1464220702825217,0.1206892201141217,0.1576306672159745,0.40492952644713753,0.10987979756730047,0.04664276775706019,0.1018129646369731,0.14502021383869654,0.1656914250473287,3.3560614626735306,0.39400099039229086,2.9620604722812396,0.538655217857407,CONSIDERADO
0.55365455724241,0.48545520489514177,0.31723795199022214,0.75,0.17438638453283659,0.29387139415494296,0.03461080787379552,0.10695578192171588,0.19282249670634038,0.37173951934320526,0.16270323661706468,0.01680199682795979,0.03393043321035797,0.1446168725297553,0.06482631076623603,1.831186463435059,4.1470233212649745,-2.3158368578299156,0.17969023995002475,NO_APTO
0.9284056203511979,0.5869955391165527,0.3649897036699072,1.0,0.269121108625694,0.21763848407511416,0.29867517100195323,0.1181473840977396,0.2830181167878401,0.08252084403735291,0.20205679182005065,0.1753209930230201,0.043122578711208684,0.2830181167878401,0.022208101032060404,0.43104887886288845,4.427258739684034,-3.996209860821146,0.36683788691529595,NO_APTO
0.6118047670610202,0.4845827651020492,0.5658774387176356,0.75,0.7453709730352372,0.0970858917419112,0.21566220680916867,0.13753910216125645,0.4160687632101307,0.133644036077533,0.059397611382071405,0.10450618850359693,0.07783027485453502,0.312051572407598,0.09961438521146712,2.249794436898068,2.88676072628381,-0.6369662893857422,0.5421628382524811,CONSIDERADO
0.7836080970239699,0.5999346533152121,0.4016929016900934,0.25,0.6537178522302041,0.09748747994690195,0.4050493436536873,0.2647191983055137,0.13013967498077128,0.10260430311312589,0.07639197864485427,0.2430031375604291,0.10633582290041707,0.03253491874519282,0.0670742646606895,1.2048884749025173,0.22912191827831108,0.9757665566242062,0.532695456587789,CONSIDERADO
0.8766181640659022,0.5543103824906671,0.6688826285390808,0.45,0.4973664578172623,0.10318316728416062,0.16294249492611532,0.1619758741847023,0.4460618234800484,0.1258366401249734,0.09045223866714575,0.09032071668647856,0.1083428484845791,0.2007278205660218,0.0625869239625836,2.578982534915793,3.8653417039434594,-1.2863591690276666,0.4653900458129323,NO_APTO
0.9186743854059283,0.7523227665080372,0.5851819580535363,0.25,0.4581439246707287,0.13033994824548112,0.5333949887855135,0.04219900189168042,0.29050102651448206,0.0035650345628428647,0.11973997184825787,0.401285193604641,0.02469409455487843,0.07262525662862052,0.0016332989262076256,1.168930867341216,4.276588605075735,-3.1076577377345185,0.3671449717903959,NO_APTO
0.7246403760519676,0.5197095114384583,0.7682000190077063,0.25,0.2883422950938829,0.136736222683145,0.12210403421066801,0.12356058452610885,0.3635072141072415,0.25409194447283673,0.09908458782503977,0.06345862796429108,0.09491924338156012,0.09087680352681038,0.0732654544341652,2.1924464018147365,1.9006311251958308,0.2918152766189057,0.19939460586196972,NO_APTO
0.8242727697835506,0.36076011772289246,0.5764697806086431,0.92,0.24211861475862306,0.12611485267857953,0.48713972772965475,0.20881240038236049,0.03839135014503855,0.1395416690643667,0.10395303892821718,0.17574058552324803,0.12037403863678349,0.03532004213343547,0.03378563561497067,0.7925937885962373,3.178422221322001,-2.3858284327257637,0.17638372370826053,NO_APTO
